TotalRevenue,TotalOrders,FirstPurchase,LastPurchase,RetentionPeriodDays,AverageOrderValue,RevenueSegment,RegionSegment,RetentionPeriodYears,PurchaseFrequency,CLTV
2422.02,246,2009-12-10 20:16:00,2010-08-18 16:54:00,250,9.845609756097561,VIP,United Kingdom,0.684931506849315,359.16,2423.0
246.5,20,2010-11-25 13:46:00,2010-11-25 13:46:00,0,12.325,Medium,United Kingdom,0.0,0.0,0.0
146.14000000000001,22,2010-03-18 13:16:00,2010-03-18 13:16:00,0,6.6427272727272735,Medium,United Kingdom,0.0,0.0,0.0
7395.19,106,2009-12-18 15:08:00,2010-11-22 13:15:00,338,69.7659433962264,VIP,United Kingdom,0.9260273972602739,114.46745562130178,7396.0
12633.18,457,2009-12-16 17:27:00,2010-12-08 14:46:00,356,27.643719912472648,VIP,United Kingdom,0.9753424657534246,468.55337078651684,12634.0
158.65,41,2009-12-16 12:17:00,2009-12-16 12:17:00,0,3.8695121951219513,Medium,United Kingdom,0.0,0.0,0.0
399.95,69,2010-10-20 12:47:00,2010-10-31 11:15:00,10,5.796376811594203,Medium,United Kingdom,0.0273972602739726,2518.5,400.0
3548.34,145,2010-06-03 11:12:00,2010-12-06 14:55:00,186,24.471310344827586,VIP,United Kingdom,0.5095890410958904,284.5430107526882,3549.0
116.26,51,2009-12-13 11:34:00,2009-12-13 11:34:00,0,2.279607843137255,Medium,United Kingdom,0.0,0.0,0.0
349.87,51,2010-02-12 12:34:00,2010-07-07 12:02:00,144,6.860196078431373,Medium,United Kingdom,0.39452054794520547,129.27083333333334,350.0
1058.25,112,2010-08-19 12:38:00,2010-11-23 12:48:00,96,9.448660714285714,VIP,United Kingdom,0.26301369863013696,425.83333333333337,1059.0
152.41,26,2010-11-24 14:48:00,2010-11-24 14:48:00,0,5.861923076923077,Medium,United Kingdom,0.0,0.0,0.0
210.58,25,2010-02-01 13:23:00,2010-11-14 12:39:00,285,8.423200000000001,Medium,United Kingdom,0.7808219178082192,32.01754385964912,211.0
12992.33,254,2010-01-13 14:59:00,2010-12-09 09:23:00,329,51.150905511811025,VIP,United Kingdom,0.9013698630136986,281.79331306990883,12993.0
2368.34,151,2009-12-04 16:37:00,2010-11-25 14:53:00,355,15.684370860927153,VIP,United Kingdom,0.9726027397260274,155.25352112676057,2369.0
171.81,7,2010-11-17 13:39:00,2010-11-17 13:39:00,0,24.544285714285714,Medium,United Kingdom,0.0,0.0,0.0
2268.44,238,2009-12-20 12:21:00,2010-11-25 19:36:00,340,9.531260504201681,VIP,United Kingdom,0.9315068493150684,255.5,2269.0
344.61,37,2010-09-19 13:57:00,2010-11-21 14:35:00,63,9.313783783783784,Medium,United Kingdom,0.1726027397260274,214.36507936507934,345.0
4098.04,218,2010-01-05 10:19:00,2010-11-04 18:40:00,303,18.79834862385321,VIP,United Kingdom,0.8301369863013699,262.6072607260726,4099.0
16847.18,202,2009-12-02 15:16:00,2010-11-16 15:27:00,349,83.40188118811881,VIP,United Kingdom,0.9561643835616438,211.26074498567337,16848.0
151.4,8,2010-04-12 09:19:00,2010-04-12 09:19:00,0,18.925,Medium,United Kingdom,0.0,0.0,0.0
430.78,72,2010-11-22 12:10:00,2010-12-01 13:17:00,9,5.983055555555556,Medium,United Kingdom,0.024657534246575342,2920.0,431.0
3126.36,167,2009-12-15 17:31:00,2010-11-10 12:13:00,329,18.720718562874254,VIP,United Kingdom,0.9013698630136986,185.27355623100306,3127.0
1116.72,138,2010-11-10 14:26:00,2010-12-08 12:24:00,27,8.092173913043478,VIP,United Kingdom,0.07397260273972603,1865.5555555555554,1117.0
311.37,35,2010-07-15 11:10:00,2010-07-15 11:10:00,0,8.896285714285714,Medium,United Kingdom,0.0,0.0,0.0
2174.12,366,2010-06-08 14:52:00,2010-11-28 15:18:00,173,5.940218579234973,VIP,United Kingdom,0.473972602739726,772.1965317919075,2175.0
162.25,8,2009-12-14 12:48:00,2009-12-14 12:48:00,0,20.28125,Medium,United Kingdom,0.0,0.0,0.0
541.47,58,2010-09-16 20:04:00,2010-10-31 14:09:00,44,9.335689655172414,High,United Kingdom,0.12054794520547946,481.1363636363636,542.0
259.09,16,2010-10-26 16:31:00,2010-10-26 16:31:00,0,16.193125,Medium,United Kingdom,0.0,0.0,0.0
3358.3999999999996,14,2010-02-14 12:38:00,2010-06-20 10:49:00,125,239.88571428571427,VIP,United Kingdom,0.3424657534246575,40.88,3359.0
247.38,16,2010-11-29 11:10:00,2010-11-29 11:10:00,0,15.46125,Medium,United Kingdom,0.0,0.0,0.0
855.71,226,2009-12-02 11:53:00,2010-07-15 13:32:00,225,3.7863274336283186,High,United Kingdom,0.6164383561643836,366.6222222222222,856.0
114.4,28,2010-09-06 11:28:00,2010-09-06 11:28:00,0,4.085714285714286,Medium,United Kingdom,0.0,0.0,0.0
4615.72,298,2010-01-28 14:39:00,2010-12-02 12:47:00,307,15.488993288590605,VIP,United Kingdom,0.8410958904109589,354.299674267101,4616.0
135.32999999999998,31,2010-12-03 17:28:00,2010-12-03 17:28:00,0,4.365483870967742,Medium,United Kingdom,0.0,0.0,0.0
1079.1000000000001,12,2010-04-12 11:45:00,2010-04-12 11:51:00,0,89.92500000000001,VIP,United Kingdom,0.0,0.0,0.0
5146.45,637,2009-12-06 13:40:00,2010-11-28 13:56:00,357,8.079199372056515,VIP,United Kingdom,0.9780821917808219,651.2745098039215,5147.0
158.09,23,2010-04-23 12:20:00,2010-04-23 12:20:00,0,6.8734782608695655,Medium,United Kingdom,0.0,0.0,0.0
652.7,47,2010-01-11 13:16:00,2010-10-14 16:54:00,276,13.887234042553192,High,United Kingdom,0.7561643835616438,62.155797101449274,653.0
1635.42,174,2009-12-03 15:15:00,2010-11-26 11:14:00,357,9.398965517241379,VIP,United Kingdom,0.9780821917808219,177.89915966386556,1636.0
1243.75,114,2010-06-07 15:05:00,2010-11-10 14:04:00,155,10.910087719298245,VIP,United Kingdom,0.4246575342465753,268.4516129032258,1244.0
162.4,13,2010-03-26 16:17:00,2010-03-26 16:17:00,0,12.492307692307692,Medium,United Kingdom,0.0,0.0,0.0
7267.83,773,2009-12-06 11:58:00,2010-12-09 16:53:00,368,9.402108667529108,VIP,United Kingdom,1.0082191780821919,766.6983695652174,7268.0
202.68,23,2010-03-10 15:25:00,2010-03-10 15:25:00,0,8.812173913043479,Medium,United Kingdom,0.0,0.0,0.0
1109.4,62,2010-05-20 14:06:00,2010-05-20 14:06:00,0,17.893548387096775,VIP,United Kingdom,0.0,0.0,0.0
153.52,10,2010-11-07 10:14:00,2010-11-07 10:15:00,0,15.352,Medium,United Kingdom,0.0,0.0,0.0
1133.8,65,2010-02-14 12:22:00,2010-11-21 10:40:00,279,17.443076923076923,VIP,United Kingdom,0.7643835616438356,85.03584229390681,1134.0
536.88,32,2009-12-13 15:17:00,2010-10-11 10:33:00,301,16.7775,High,United Kingdom,0.8246575342465754,38.80398671096345,537.0
1459.02,144,2010-01-28 11:36:00,2010-07-13 11:57:00,166,10.132083333333334,VIP,United Kingdom,0.4547945205479452,316.6265060240964,1460.0
70.74000000000001,4,2010-02-01 15:58:00,2010-09-02 15:52:00,212,17.685000000000002,Low,United Kingdom,0.5808219178082191,6.886792452830189,71.0
227.87,12,2009-12-15 14:53:00,2010-11-12 12:11:00,331,18.989166666666666,Medium,United Kingdom,0.9068493150684932,13.23262839879154,228.0
2207.74,109,2010-02-28 10:55:00,2010-11-14 10:46:00,258,20.254495412844033,VIP,United Kingdom,0.7068493150684931,154.20542635658916,2208.0
5105.32,455,2010-03-28 14:04:00,2010-12-05 12:57:00,251,11.220483516483515,VIP,United Kingdom,0.6876712328767123,661.6533864541833,5106.0
3241.92,543,2009-12-06 12:10:00,2010-11-18 14:25:00,347,5.970386740331492,VIP,United Kingdom,0.9506849315068493,571.1671469740634,3242.0
1431.78,131,2010-04-14 14:38:00,2010-11-24 13:16:00,223,10.929618320610686,VIP,United Kingdom,0.6109589041095891,214.41704035874437,1432.0
597.23,114,2009-12-10 14:19:00,2010-03-31 13:40:00,110,5.238859649122807,High,United Kingdom,0.3013698630136986,378.2727272727273,598.0
774.84,183,2010-09-01 14:37:00,2010-12-02 15:46:00,92,4.234098360655738,High,United Kingdom,0.25205479452054796,726.0326086956521,775.0
30.1,3,2010-03-30 12:50:00,2010-03-30 12:50:00,0,10.033333333333333,Low,United Kingdom,0.0,0.0,0.0
137.15,20,2009-12-13 16:17:00,2009-12-16 14:54:00,2,6.8575,Medium,United Kingdom,0.005479452054794521,3650.0,138.0
923.03,113,2010-10-03 14:37:00,2010-11-21 15:38:00,49,8.168407079646018,High,United Kingdom,0.13424657534246576,841.734693877551,924.0
1375.39,225,2010-02-07 11:21:00,2010-11-28 11:00:00,293,6.112844444444445,VIP,United Kingdom,0.8027397260273973,280.29010238907847,1376.0
4076.9700000000003,559,2009-12-02 12:19:00,2010-12-08 14:38:00,371,7.293327370304115,VIP,United Kingdom,1.0164383561643835,549.9595687331537,4077.0
95.96,39,2010-11-28 15:04:00,2010-11-28 15:04:00,0,2.4605128205128204,Low,United Kingdom,0.0,0.0,0.0
547.34,98,2010-02-07 12:16:00,2010-11-05 11:34:00,270,5.585102040816327,High,United Kingdom,0.7397260273972602,132.4814814814815,548.0
1139.1,38,2010-01-08 10:02:00,2010-04-26 11:00:00,108,29.97631578947368,VIP,United Kingdom,0.2958904109589041,128.42592592592592,1140.0
608.4000000000001,5,2010-08-05 08:44:00,2010-11-12 12:07:00,99,121.68000000000002,High,United Kingdom,0.27123287671232876,18.434343434343436,609.0
579.6,4,2010-01-31 12:19:00,2010-01-31 12:19:00,0,144.9,High,United Kingdom,0.0,0.0,0.0
1496.6,87,2010-04-12 10:09:00,2010-11-22 14:49:00,224,17.20229885057471,VIP,United Kingdom,0.6136986301369863,141.76339285714286,1497.0
217.9,7,2010-02-04 09:20:00,2010-05-06 09:23:00,91,31.12857142857143,Medium,United Kingdom,0.2493150684931507,28.076923076923077,218.0
357.6,4,2010-08-09 12:27:00,2010-08-09 12:27:00,0,89.4,Medium,United Kingdom,0.0,0.0,0.0
1723.45,99,2010-07-28 11:46:00,2010-12-09 16:10:00,134,17.40858585858586,VIP,United Kingdom,0.36712328767123287,269.6641791044776,1724.0
238.8,15,2010-05-13 13:10:00,2010-05-13 13:10:00,0,15.92,Medium,United Kingdom,0.0,0.0,0.0
307.34,22,2010-10-08 09:20:00,2010-10-08 09:20:00,0,13.969999999999999,Medium,United Kingdom,0.0,0.0,0.0
488.32,31,2010-09-20 10:15:00,2010-09-20 10:15:00,0,15.752258064516129,Medium,United Kingdom,0.0,0.0,0.0
1199.31,71,2010-04-25 11:50:00,2010-10-07 14:30:00,165,16.89169014084507,VIP,United Kingdom,0.4520547945205479,157.06060606060606,1200.0
8183.56,462,2009-12-01 14:53:00,2010-12-02 10:39:00,365,17.713333333333335,VIP,United Kingdom,1.0,462.0,8184.0
1932.64,82,2009-12-02 09:35:00,2010-12-06 15:35:00,369,23.56878048780488,VIP,United Kingdom,1.010958904109589,81.11111111111111,1933.0
40.0,2,2010-03-01 16:02:00,2010-03-01 16:02:00,0,20.0,Low,United Kingdom,0.0,0.0,0.0
738.57,44,2010-01-14 14:03:00,2010-12-01 13:38:00,320,16.785681818181818,High,United Kingdom,0.8767123287671232,50.1875,739.0
2310.83,68,2010-03-02 14:48:00,2010-11-14 15:27:00,257,33.98279411764706,VIP,United Kingdom,0.7041095890410959,96.57587548638132,2311.0
1604.21,96,2010-01-08 12:16:00,2010-06-14 11:55:00,156,16.710520833333334,VIP,United Kingdom,0.4273972602739726,224.6153846153846,1605.0
692.3,45,2010-10-20 10:10:00,2010-10-20 10:10:00,0,15.384444444444444,High,United Kingdom,0.0,0.0,0.0
1405.83,51,2010-01-25 14:50:00,2010-11-21 11:35:00,299,27.565294117647056,VIP,United Kingdom,0.8191780821917808,62.257525083612045,1406.0
433.71999999999997,27,2010-04-08 12:51:00,2010-04-08 12:51:00,0,16.063703703703702,Medium,United Kingdom,0.0,0.0,0.0
3147.36,81,2010-03-23 11:13:00,2010-09-28 10:46:00,188,38.8562962962963,VIP,United Kingdom,0.5150684931506849,157.26063829787233,3148.0
10974.23,478,2009-12-02 15:28:00,2010-11-14 12:07:00,346,22.958640167364017,VIP,United Kingdom,0.947945205479452,504.2485549132948,10975.0
317.11,13,2010-09-27 13:10:00,2010-09-27 13:10:00,0,24.393076923076926,Medium,United Kingdom,0.0,0.0,0.0
828.5500000000001,42,2010-07-20 13:16:00,2010-11-08 16:07:00,111,19.727380952380955,High,United Kingdom,0.3041095890410959,138.1081081081081,829.0
389.18,29,2010-10-26 11:32:00,2010-10-26 11:32:00,0,13.42,Medium,United Kingdom,0.0,0.0,0.0
4143.05,241,2010-03-04 10:29:00,2010-10-08 14:35:00,218,17.191078838174274,VIP,United Kingdom,0.5972602739726027,403.5091743119266,4144.0
2136.02,89,2009-12-10 14:46:00,2010-11-11 10:19:00,335,24.000224719101123,VIP,United Kingdom,0.9178082191780822,96.97014925373135,2137.0
1702.1399999999999,107,2010-06-15 15:23:00,2010-11-28 12:23:00,165,15.907850467289718,VIP,United Kingdom,0.4520547945205479,236.69696969696972,1703.0
391.72,31,2010-10-14 17:16:00,2010-10-14 17:16:00,0,12.636129032258065,Medium,United Kingdom,0.0,0.0,0.0
566.9,24,2010-07-05 11:56:00,2010-09-08 14:14:00,65,23.620833333333334,High,United Kingdom,0.1780821917808219,134.76923076923077,567.0
2782.02,163,2009-12-13 13:39:00,2010-12-08 09:51:00,359,17.06760736196319,VIP,United Kingdom,0.9835616438356164,165.72423398328692,2783.0
2240.9,77,2010-06-25 11:39:00,2010-09-15 13:46:00,82,29.102597402597404,VIP,United Kingdom,0.22465753424657534,342.7439024390244,2241.0
295.05,20,2010-03-05 14:30:00,2010-03-05 14:30:00,0,14.752500000000001,Medium,United Kingdom,0.0,0.0,0.0
596.67,39,2010-03-07 14:52:00,2010-03-07 14:52:00,0,15.299230769230768,High,United Kingdom,0.0,0.0,0.0
4335.96,176,2009-12-08 17:51:00,2010-07-18 13:54:00,221,24.636136363636364,VIP,United Kingdom,0.6054794520547945,290.67873303167426,4336.0
311.1,19,2010-11-21 15:30:00,2010-11-21 15:30:00,0,16.373684210526317,Medium,United Kingdom,0.0,0.0,0.0
100.35,2,2010-11-09 08:58:00,2010-11-09 08:58:00,0,50.175,Medium,United Kingdom,0.0,0.0,0.0
719.82,32,2010-05-19 11:37:00,2010-09-28 15:10:00,132,22.494375,High,United Kingdom,0.36164383561643837,88.48484848484848,720.0
574.23,26,2009-12-15 17:54:00,2010-10-22 08:24:00,310,22.08576923076923,High,United Kingdom,0.8493150684931506,30.612903225806452,575.0
2265.2,25,2010-04-08 14:37:00,2010-11-26 11:52:00,231,90.60799999999999,VIP,United Kingdom,0.6328767123287671,39.502164502164504,2266.0
639.76,44,2010-04-13 13:11:00,2010-09-14 09:05:00,153,14.54,High,United Kingdom,0.4191780821917808,104.9673202614379,640.0
11411.92,279,2009-12-14 16:36:00,2010-12-02 15:40:00,352,40.90293906810036,VIP,United Kingdom,0.9643835616438357,289.30397727272725,11412.0
3458.35,192,2009-12-06 15:31:00,2010-11-08 14:05:00,336,18.012239583333333,VIP,United Kingdom,0.9205479452054794,208.57142857142858,3459.0
105.78000000000002,6,2009-12-10 11:51:00,2009-12-10 11:51:00,0,17.630000000000003,Medium,United Kingdom,0.0,0.0,0.0
443.16,16,2010-10-10 12:51:00,2010-10-21 18:36:00,11,27.6975,Medium,United Kingdom,0.030136986301369864,530.9090909090909,444.0
526.97,50,2010-10-25 13:06:00,2010-12-02 16:59:00,38,10.5394,High,United Kingdom,0.10410958904109589,480.2631578947368,527.0
169.0,11,2010-10-20 15:09:00,2010-10-20 15:09:00,0,15.363636363636363,Medium,United Kingdom,0.0,0.0,0.0
1354.35,10,2010-11-17 16:22:00,2010-12-07 10:06:00,19,135.435,VIP,United Kingdom,0.052054794520547946,192.10526315789474,1355.0
553.88,36,2010-03-21 11:46:00,2010-07-06 10:41:00,106,15.385555555555555,High,United Kingdom,0.29041095890410956,123.96226415094341,554.0
612.76,28,2010-04-22 13:26:00,2010-10-15 13:42:00,176,21.884285714285713,High,United Kingdom,0.4821917808219178,58.06818181818181,613.0
1068.2,81,2010-08-11 16:58:00,2010-11-17 15:14:00,97,13.187654320987654,VIP,United Kingdom,0.26575342465753427,304.7938144329897,1069.0
1399.3700000000001,68,2009-12-03 11:19:00,2010-12-02 10:53:00,363,20.578970588235297,VIP,United Kingdom,0.9945205479452055,68.37465564738292,1400.0
226.04,10,2010-02-24 13:32:00,2010-11-18 10:51:00,266,22.604,Medium,United Kingdom,0.7287671232876712,13.721804511278195,227.0
1212.13,71,2010-02-05 16:01:00,2010-12-09 09:49:00,306,17.07225352112676,VIP,United Kingdom,0.8383561643835616,84.68954248366013,1213.0
906.15,39,2010-05-10 07:59:00,2010-11-25 08:21:00,199,23.234615384615385,High,United Kingdom,0.5452054794520548,71.53266331658291,907.0
283.73,12,2009-12-01 13:49:00,2010-02-16 16:47:00,77,23.644166666666667,Medium,United Kingdom,0.21095890410958903,56.883116883116884,284.0
867.6,53,2010-02-28 12:50:00,2010-09-16 18:09:00,200,16.369811320754717,High,United Kingdom,0.547945205479452,96.72500000000001,868.0
1764.86,171,2010-03-14 15:07:00,2010-10-24 14:08:00,223,10.320818713450292,VIP,United Kingdom,0.6109589041095891,279.8878923766816,1765.0
632.9399999999999,67,2010-08-01 15:41:00,2010-08-24 16:14:00,23,9.44686567164179,High,United Kingdom,0.06301369863013699,1063.2608695652173,633.0
152.15,7,2010-06-01 15:34:00,2010-06-01 15:34:00,0,21.735714285714288,Medium,United Kingdom,0.0,0.0,0.0
45.300000000000004,3,2009-12-14 16:52:00,2009-12-14 16:52:00,0,15.100000000000001,Low,United Kingdom,0.0,0.0,0.0
3478.09,130,2010-02-22 14:28:00,2010-09-14 11:08:00,203,26.754538461538463,VIP,United Kingdom,0.5561643835616439,233.743842364532,3479.0
4501.63,237,2009-12-08 17:08:00,2010-10-18 12:46:00,313,18.9942194092827,VIP,United Kingdom,0.8575342465753425,276.3738019169329,4502.0
218.35,14,2010-10-31 14:14:00,2010-10-31 14:14:00,0,15.596428571428572,Medium,United Kingdom,0.0,0.0,0.0
648.4,39,2010-09-02 12:08:00,2010-10-14 15:19:00,42,16.625641025641023,High,United Kingdom,0.11506849315068493,338.92857142857144,649.0
1473.24,80,2010-07-05 12:49:00,2010-11-09 14:38:00,127,18.4155,VIP,United Kingdom,0.34794520547945207,229.92125984251967,1474.0
3173.9,188,2009-12-02 12:15:00,2010-12-08 14:43:00,371,16.88244680851064,VIP,United Kingdom,1.0164383561643835,184.95956873315365,3174.0
1563.54,35,2010-05-24 14:18:00,2010-11-25 15:07:00,185,44.67257142857143,VIP,United Kingdom,0.5068493150684932,69.05405405405405,1564.0
318.24,25,2010-01-21 14:37:00,2010-04-19 15:30:00,88,12.7296,Medium,United Kingdom,0.2410958904109589,103.69318181818181,319.0
330.79,16,2010-08-23 12:01:00,2010-08-23 12:01:00,0,20.674375,Medium,United Kingdom,0.0,0.0,0.0
173.95,11,2009-12-04 16:13:00,2010-06-10 18:51:00,188,15.813636363636363,Medium,United Kingdom,0.5150684931506849,21.356382978723406,174.0
55.980000000000004,17,2010-09-15 13:43:00,2010-09-15 13:43:00,0,3.2929411764705883,Low,United Kingdom,0.0,0.0,0.0
90.0,1,2010-10-15 13:50:00,2010-10-15 13:50:00,0,90.0,Low,United Kingdom,0.0,0.0,0.0
190.57,27,2010-10-17 12:06:00,2010-10-17 12:06:00,0,7.058148148148148,Medium,United Kingdom,0.0,0.0,0.0
266.93,15,2010-04-01 09:53:00,2010-04-01 09:53:00,0,17.795333333333335,Medium,United Kingdom,0.0,0.0,0.0
434.5,12,2009-12-06 16:01:00,2010-11-10 12:26:00,338,36.208333333333336,Medium,United Kingdom,0.9260273972602739,12.958579881656805,435.0
37.5,1,2010-02-18 14:37:00,2010-02-18 14:37:00,0,37.5,Low,United Kingdom,0.0,0.0,0.0
4331.41,77,2009-12-07 15:43:00,2010-12-09 09:30:00,366,56.25207792207792,VIP,United Kingdom,1.0027397260273974,76.78961748633878,4332.0
721.06,37,2010-01-27 10:56:00,2010-04-21 10:36:00,83,19.488108108108108,High,United Kingdom,0.2273972602739726,162.71084337349396,722.0
1170.1100000000001,53,2010-01-24 14:36:00,2010-10-12 10:24:00,260,22.07754716981132,VIP,United Kingdom,0.7123287671232876,74.40384615384616,1171.0
246.75,14,2010-01-19 09:10:00,2010-01-19 09:10:00,0,17.625,Medium,United Kingdom,0.0,0.0,0.0
46.2,2,2010-03-25 17:38:00,2010-03-25 17:38:00,0,23.1,Low,United Kingdom,0.0,0.0,0.0
140.39000000000001,30,2010-01-26 17:23:00,2010-08-20 14:50:00,205,4.679666666666667,Medium,Nigeria,0.5616438356164384,53.41463414634146,141.0
1441.04,87,2010-05-05 14:51:00,2010-07-25 15:00:00,81,16.56367816091954,VIP,United Kingdom,0.2219178082191781,392.037037037037,1442.0
969.19,101,2010-10-10 11:33:00,2010-12-05 11:12:00,55,9.595940594059407,High,United Kingdom,0.1506849315068493,670.2727272727274,970.0
194.6,21,2010-04-29 18:31:00,2010-04-29 18:31:00,0,9.266666666666666,Medium,United Kingdom,0.0,0.0,0.0
898.87,110,2010-10-18 17:05:00,2010-10-18 17:05:00,0,8.171545454545454,High,United Kingdom,0.0,0.0,0.0
420.25,25,2010-01-24 12:13:00,2010-06-01 12:14:00,128,16.81,Medium,United Kingdom,0.3506849315068493,71.2890625,421.0
2400.05,113,2009-12-01 11:17:00,2010-11-25 18:04:00,359,21.239380530973452,VIP,United Kingdom,0.9835616438356164,114.88857938718664,2401.0
654.09,42,2009-12-16 09:41:00,2010-12-08 15:16:00,357,15.57357142857143,High,United Kingdom,0.9780821917808219,42.94117647058824,655.0
453.93,14,2010-06-02 12:08:00,2010-09-12 14:22:00,102,32.42357142857143,Medium,United Kingdom,0.27945205479452057,50.09803921568627,454.0
658.02,38,2010-03-30 12:17:00,2010-06-02 09:56:00,63,17.316315789473684,High,United Kingdom,0.1726027397260274,220.15873015873015,659.0
1913.55,206,2009-12-07 12:42:00,2010-12-05 12:26:00,362,9.289077669902913,VIP,United Kingdom,0.9917808219178083,207.70718232044197,1914.0
456.70000000000005,17,2010-04-26 10:41:00,2010-10-14 18:02:00,171,26.864705882352943,Medium,United Kingdom,0.4684931506849315,36.28654970760234,457.0
293.79,18,2010-06-17 16:20:00,2010-06-17 16:20:00,0,16.32166666666667,Medium,United Kingdom,0.0,0.0,0.0
5165.9,839,2009-12-01 12:47:00,2010-11-23 13:07:00,357,6.157210965435041,VIP,United Kingdom,0.9780821917808219,857.8011204481793,5166.0
140.49,25,2010-06-07 15:40:00,2010-06-07 15:40:00,0,5.6196,Medium,United Kingdom,0.0,0.0,0.0
3022.79,111,2010-03-09 15:05:00,2010-09-20 16:48:00,195,27.232342342342342,VIP,United Kingdom,0.5342465753424658,207.76923076923075,3023.0
740.0,85,2010-05-14 12:55:00,2010-10-24 12:44:00,162,8.705882352941176,High,United Kingdom,0.4438356164383562,191.51234567901236,740.0
92.6,6,2010-11-04 10:22:00,2010-11-04 10:22:00,0,15.433333333333332,Low,United Kingdom,0.0,0.0,0.0
321.91,23,2010-11-14 16:12:00,2010-11-14 16:12:00,0,13.99608695652174,Medium,United Kingdom,0.0,0.0,0.0
4212.65,384,2010-01-24 12:12:00,2010-11-17 13:49:00,297,10.970442708333332,VIP,United Kingdom,0.8136986301369863,471.9191919191919,4213.0
544.6,12,2010-09-21 14:46:00,2010-11-25 10:39:00,64,45.38333333333333,High,United Kingdom,0.17534246575342466,68.4375,545.0
107.55000000000001,6,2010-11-01 13:44:00,2010-11-04 16:07:00,3,17.925,Medium,United Kingdom,0.00821917808219178,730.0000000000001,108.0
605.7,41,2010-10-04 14:15:00,2010-11-23 10:41:00,49,14.773170731707317,High,United Kingdom,0.13424657534246576,305.4081632653061,606.0
125.3,8,2010-06-04 10:10:00,2010-06-04 10:10:00,0,15.6625,Medium,United Kingdom,0.0,0.0,0.0
1387.95,90,2010-02-04 10:10:00,2010-12-02 15:00:00,301,15.421666666666667,VIP,United Kingdom,0.8246575342465754,109.13621262458472,1388.0
923.85,17,2010-06-10 14:25:00,2010-09-29 11:40:00,110,54.34411764705882,High,United Kingdom,0.3013698630136986,56.409090909090914,924.0
327.68,19,2010-10-14 13:38:00,2010-10-14 13:38:00,0,17.246315789473684,Medium,United Kingdom,0.0,0.0,0.0
1767.12,100,2010-09-30 14:19:00,2010-09-30 14:20:00,0,17.6712,VIP,United Kingdom,0.0,0.0,0.0
8560.550000000001,323,2009-12-10 15:52:00,2010-12-02 12:50:00,356,26.503250773993813,VIP,United Kingdom,0.9753424657534246,331.1657303370786,8561.0
208.62,12,2010-03-31 11:55:00,2010-09-07 16:21:00,160,17.385,Medium,United Kingdom,0.4383561643835616,27.375,209.0
156.87,41,2010-03-30 15:25:00,2010-03-30 15:25:00,0,3.82609756097561,Medium,United Kingdom,0.0,0.0,0.0
1553.17,126,2010-01-18 11:21:00,2010-11-29 10:50:00,314,12.326746031746032,VIP,United Kingdom,0.8602739726027397,146.46496815286625,1554.0
465.45000000000005,16,2010-09-16 16:52:00,2010-09-16 16:55:00,0,29.090625000000003,Medium,United Kingdom,0.0,0.0,0.0
4330.461,356,2009-12-01 17:19:00,2010-12-08 12:11:00,371,12.164216292134832,VIP,United Kingdom,1.0164383561643835,350.2425876010782,4331.0
1380.44,130,2009-12-06 13:08:00,2010-09-05 12:44:00,272,10.618769230769232,VIP,United Kingdom,0.7452054794520548,174.4485294117647,1381.0
1557.96,195,2010-09-08 11:56:00,2010-12-02 09:43:00,84,7.989538461538462,VIP,United Kingdom,0.23013698630136986,847.3214285714286,1558.0
2579.04,103,2010-02-22 13:31:00,2010-08-03 09:15:00,161,25.039223300970875,VIP,United Kingdom,0.4410958904109589,233.50931677018633,2580.0
3628.87,230,2009-12-04 08:24:00,2010-11-25 14:25:00,356,15.777695652173913,VIP,United Kingdom,0.9753424657534246,235.81460674157304,3629.0
2225.94,148,2010-06-10 13:47:00,2010-11-18 10:45:00,160,15.040135135135136,VIP,United Kingdom,0.4383561643835616,337.625,2226.0
577.8900000000001,10,2009-12-02 10:08:00,2010-07-16 10:37:00,226,57.78900000000001,High,United Kingdom,0.6191780821917808,16.150442477876105,578.0
13916.34,2,2010-03-19 11:35:00,2010-03-19 11:45:00,0,6958.17,VIP,Norway,0.0,0.0,0.0
143.05,5,2010-09-23 09:33:00,2010-09-23 09:33:00,0,28.610000000000003,Medium,United Kingdom,0.0,0.0,0.0
1223.1100000000001,69,2010-08-18 13:58:00,2010-10-01 14:07:00,44,17.726231884057974,VIP,United Kingdom,0.12054794520547946,572.3863636363636,1224.0
370.63,25,2010-02-11 10:25:00,2010-02-11 10:25:00,0,14.8252,Medium,United Kingdom,0.0,0.0,0.0
516.0,15,2010-01-26 15:55:00,2010-09-09 13:51:00,225,34.4,High,United Kingdom,0.6164383561643836,24.333333333333332,516.0
14687.06,1181,2009-12-03 12:10:00,2010-08-20 15:58:00,260,12.436121930567316,VIP,United Kingdom,0.7123287671232876,1657.9423076923078,14688.0
32451.6,94,2009-12-11 09:58:00,2010-12-03 15:16:00,357,345.22978723404253,VIP,United Kingdom,0.9780821917808219,96.10644257703082,32452.0
321.45,18,2010-04-06 11:47:00,2010-04-06 11:47:00,0,17.858333333333334,Medium,United Kingdom,0.0,0.0,0.0
1006.54,28,2010-01-15 12:14:00,2010-04-14 13:56:00,89,35.94785714285714,VIP,United Kingdom,0.24383561643835616,114.8314606741573,1007.0
280.88,16,2010-10-17 13:33:00,2010-10-17 13:33:00,0,17.555,Medium,United Kingdom,0.0,0.0,0.0
